,beta,p-val,R-squared,chr,pos
17,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,240000
18,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,250000
19,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,260000
20,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,270000
21,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,280000
22,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,290000
23,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,300000
24,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,310000
25,"[0.6604968806143939, 0.25403874921198644, -0.0714291195477881, -1.164533100312056e-16, 1.1457036911437673e-17, 0.030422666099150633, -0.36054693080470046, -0.09585926718146598]",0.39702938572579427,0.020256067224056373,2L,320000
26,"[0.664356978225559, 0.21396169163284867, -0.05769566055417768, 3.8205857694390217e-16, 2.2019148982763922e-17, 0.0342827637103135, -0.35668683319353744, -0.08495605904059188]",0.47681660470225773,0.01778816544440398,2L,330000
27,"[0.6645513872813695, 0.21415610068866064, -0.05924172185596168, -1.8963559224594347e-16, 1.100851161044174e-17, 0.03447717276612546, -0.3564924241377252, -0.08438204301786548]",0.4771882910280907,0.017777298499004224,2L,340000
28,"[0.6645513872813695, 0.21415610068866064, -0.05924172185596168, -1.8963559224594347e-16, 1.100851161044174e-17, 0.03447717276612546, -0.3564924241377252, -0.08438204301786548]",0.4771882910280907,0.017777298499004224,2L,350000
29,"[0.6645513872813695, 0.21415610068866064, -0.05924172185596168, -1.8963559224594347e-16, 1.100851161044174e-17, 0.03447717276612546, -0.3564924241377252, -0.08438204301786548]",0.4771882910280907,0.017777298499004224,2L,360000
30,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,370000
31,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,380000
32,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,390000
33,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,400000
34,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,410000
35,"[0.6614565202072535, 0.2328970594021034, -0.06233658893007835, 3.996078857628535e-17, 5.88576502929128e-17, 0.031210549423263442, -0.3595872912118422, -0.08747691009198241]",0.46712388046795694,0.018073341983041558,2L,420000
36,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,430000
37,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,440000
38,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,450000
39,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,460000
40,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,470000
41,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,480000
42,"[0.6615479562415486, 0.23298849543640032, -0.06224515289578146, 2.1459953608107763e-16, 2.3050174660034417e-17, 0.03271426107054268, -0.3594958551775452, -0.08943780191074252]",0.46218224863072743,0.018220100649351534,2L,490000
43,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,500000
44,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,510000
45,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,520000
46,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,530000
47,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,540000
48,"[0.6570029792173546, 0.22844351841220567, -0.017848171338715774, 3.2889923320397175e-16, -5.963025481122481e-17, 0.02816928404634766, -0.36404083220174055, -0.11110989834683473]",0.4339602001925982,0.01907748058833214,2L,550000
49,"[0.6605922341565115, 0.23203277335136419, -0.01058034017696987, -3.0501690623107424e-17, 9.230603817715293e-18, 0.031758538985506866, -0.38925493805928213, -0.10752064340767563]",0.40556931167429955,0.019977181593173077,2L,560000
50,"[0.6605922341565115, 0.23203277335136419, -0.01058034017696987, -3.0501690623107424e-17, 9.230603817715293e-18, 0.031758538985506866, -0.38925493805928213, -0.10752064340767563]",0.40556931167429955,0.019977181593173077,2L,570000
51,"[0.6605922341565115, 0.23203277335136419, -0.01058034017696987, -3.0501690623107424e-17, 9.230603817715293e-18, 0.031758538985506866, -0.38925493805928213, -0.10752064340767563]",0.40556931167429955,0.019977181593173077,2L,580000
52,"[0.6605922341565115, 0.23203277335136419, -0.01058034017696987, -3.0501690623107424e-17, 9.230603817715293e-18, 0.031758538985506866, -0.38925493805928213, -0.10752064340767563]",0.40556931167429955,0.019977181593173077,2L,590000
53,"[0.6597554112482852, 0.23119595044313468, -0.01141716308519914, 7.795614210120596e-17, -3.232467610910972e-17, 0.036189532173968, -0.39009176096751147, -0.10776752205498431]",0.4006032991519979,0.020138860055895824,2L,600000
54,"[0.6597554112482852, 0.23119595044313468, -0.01141716308519914, 7.795614210120596e-17, -3.232467610910972e-17, 0.036189532173968, -0.39009176096751147, -0.10776752205498431]",0.4006032991519979,0.020138860055895824,2L,610000
55,"[0.6363899231825199, 0.19954884374243917, -0.03478265115096248, -1.0436331817576618e-16, 5.551551363124575e-17, 0.017640401702735353, -0.21192158062605015, -0.16564500102723223]",0.5639115069768936,0.015356784111090094,2L,620000
56,"[0.6345122833587502, 0.21109697415648151, -0.03666029097473417, -2.6155601910669443e-16, 1.8586290040203978e-16, 0.015480470407550708, -0.21379922044982164, -0.16752264085100416]",0.5577717566502121,0.015521808540360005,2L,630000
57,"[0.6345122833587502, 0.21109697415648151, -0.03666029097473417, -2.6155601910669443e-16, 1.8586290040203978e-16, 0.015480470407550708, -0.21379922044982164, -0.16752264085100416]",0.5577717566502121,0.015521808540360005,2L,640000
58,"[0.6353172932043198, 0.2119019840020508, -0.04574954719380746, -3.145377444436276e-17, 0.0, 0.016285480253121272, -0.21299421060425128, -0.16245843385978082]",0.5735268455133912,0.015099881946299964,2L,650000
59,"[0.6353172932043198, 0.2119019840020508, -0.04574954719380746, -3.145377444436276e-17, 0.0, 0.016285480253121272, -0.21299421060425128, -0.16245843385978082]",0.5735268455133912,0.015099881946299964,2L,660000
60,"[0.6353172932043198, 0.2119019840020508, -0.04574954719380746, -3.145377444436276e-17, 0.0, 0.016285480253121272, -0.21299421060425128, -0.16245843385978082]",0.5735268455133912,0.015099881946299964,2L,670000
61,"[0.6353172932043198, 0.2119019840020508, -0.04574954719380746, -3.145377444436276e-17, 0.0, 0.016285480253121272, -0.21299421060425128, -0.16245843385978082]",0.5735268455133912,0.015099881946299964,2L,680000
62,"[0.6353172932043198, 0.2119019840020508, -0.04574954719380746, -3.145377444436276e-17, 0.0, 0.016285480253121272, -0.21299421060425128, -0.16245843385978082]",0.5735268455133912,0.015099881946299964,2L,690000
63,"[0.6634182513199736, 0.226577171879892, 0.056532038471558806, -7.890035794102489e-17, 2.1613951553450647e-16, 0.04466872984018859, -0.44263710808148937, -0.1343574757441264]",0.35483048300932374,0.021699607439582214,2L,700000
64,"[0.6634182513199736, 0.226577171879892, 0.056532038471558806, -7.890035794102489e-17, 2.1613951553450647e-16, 0.04466872984018859, -0.44263710808148937, -0.1343574757441264]",0.35483048300932374,0.021699607439582214,2L,710000
65,"[0.6630439198839357, 0.22620284044385414, 0.056157707035521344, 1.8601359957381361e-16, -8.170030163207134e-17, 0.046849345586929624, -0.4430114395175272, -0.13466643431067957]",0.3516361851344325,0.02181381213959155,2L,720000
66,"[0.6630439198839357, 0.22620284044385414, 0.056157707035521344, 1.8601359957381361e-16, -8.170030163207134e-17, 0.046849345586929624, -0.4430114395175272, -0.13466643431067957]",0.3516361851344325,0.02181381213959155,2L,730000
67,"[0.6630439198839357, 0.22620284044385414, 0.056157707035521344, 1.8601359957381361e-16, -8.170030163207134e-17, 0.046849345586929624, -0.4430114395175272, -0.13466643431067957]",0.3516361851344325,0.02181381213959155,2L,740000
68,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,750000
69,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,760000
70,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,770000
71,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,780000
72,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,790000
73,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,800000
74,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,810000
75,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,820000
76,"[0.6640080749220972, 0.22716699548201538, 0.05712186207368193, -1.2467192335490655e-16, -7.814181636407643e-17, 0.02451375778527316, -0.44204728447936625, -0.11715162169982599]",0.4168845538620295,0.019613737014614663,2L,830000
77,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,840000
78,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,850000
79,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,860000
80,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,870000
81,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,880000
82,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,890000
83,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,900000
84,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,910000
85,"[0.662331834566511, 0.22549075512642963, 0.05544562171809633, 8.944738508030749e-17, 1.360876568259166e-16, 0.044367210038919525, -0.4437235248349518, -0.12862387217554505]",0.36982101387212174,0.02117343845601538,2L,920000
86,"[0.7006715069060159, 0.26383042746593266, 0.09378529405759992, 1.6521858292886128e-16, 0.0, 0.024616193540559494, -0.615670870034111, -0.09028419983604188]",0.5841508222454834,0.014818069502677833,2L,930000
87,"[0.719198295127564, 0.1560780124060034, 0.09450627542774276, 1.527698403966852e-16, 6.148169018513727e-17, 0.02444002423838051, -0.5971440818125618, -0.03865696150872655]",0.8173725629465474,0.008786276739584764,2L,940000
88,"[0.730357482059416, 0.167237199337855, -0.004034326533123751, -2.592794649305241e-16, 8.08931222265651e-17, 0.03559921117023183, -0.5859848948807124, 0.004087705792888481]",0.8807644913032107,0.006974816132304218,2L,950000
89,"[0.730357482059416, 0.167237199337855, -0.004034326533123751, -2.592794649305241e-16, 8.08931222265651e-17, 0.03559921117023183, -0.5859848948807124, 0.004087705792888481]",0.8807644913032107,0.006974816132304218,2L,960000
90,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,970000
91,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,980000
92,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,990000
93,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1000000
94,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1010000
95,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1020000
96,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1030000
97,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1040000
98,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1050000
99,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1060000
100,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1070000
101,"[0.6340746309260785, 0.07095434820451593, -0.1003171776664626, -2.815322550143718e-16, 0.0, -0.06897142804378627, 0.0, -0.09219514534045048]",0.8456132411879584,0.005507922066735227,2L,1080000
102,"[0.7266632010170018, 0.28245568147285716, 0.09762712068700996, -1.530047889768225e-16, 4.5178962574134477e-17, 0.004086753798244171, -0.7602695237366128, 0.0003934247504720212]",0.25763228381815273,0.02559687528814636,2L,1090000
103,"[0.7266632010170018, 0.28245568147285716, 0.09762712068700996, -1.530047889768225e-16, 4.5178962574134477e-17, 0.004086753798244171, -0.7602695237366128, 0.0003934247504720212]",0.25763228381815273,0.02559687528814636,2L,1100000
104,"[0.7268798312643934, 0.28267231172025065, 0.09784375093440374, 4.9131162461104014e-17, 1.3557195802699547e-16, -0.0015386540424410788, -0.7600528934892194, 0.00493568135419048]",0.2575292501880355,0.025601581999882717,2L,1110000
105,"[0.7268798312643934, 0.28267231172025065, 0.09784375093440374, 4.9131162461104014e-17, 1.3557195802699547e-16, -0.0015386540424410788, -0.7600528934892194, 0.00493568135419048]",0.2575292501880355,0.025601581999882717,2L,1120000
106,"[0.7591442932302863, 0.05113402579849914, 0.13010821290029662, -1.9058348515734925e-16, -4.720063876998773e-17, 0.030725807923452052, -0.7277884315233258, 0.07515165744647877]",0.353672689333989,0.02174091423003144,2L,1130000
107,"[0.7591442932302863, 0.05113402579849914, 0.13010821290029662, -1.9058348515734925e-16, -4.720063876998773e-17, 0.030725807923452052, -0.7277884315233258, 0.07515165744647877]",0.353672689333989,0.02174091423003144,2L,1140000
108,"[0.5776242865904015, 0.07654134395899946, 0.16133075059617247, -7.869407007549193e-17, 1.4253253549464848e-16, 0.061948345619328694, -0.6965658938274498, 0.10637419514235473]",0.3832099789819907,0.020716280736916004,2L,1150000
109,"[0.5776242865904015, 0.07654134395899946, 0.16133075059617247, -7.869407007549193e-17, 1.4253253549464848e-16, 0.061948345619328694, -0.6965658938274498, 0.10637419514235473]",0.3832099789819907,0.020716280736916004,2L,1160000
110,"[0.5776242865904015, 0.07654134395899946, 0.16133075059617247, -7.869407007549193e-17, 1.4253253549464848e-16, 0.061948345619328694, -0.6965658938274498, 0.10637419514235473]",0.3832099789819907,0.020716280736916004,2L,1170000
111,"[0.5770601028825474, 0.0759771602511463, 0.1607665668883186, -1.3903566137239752e-16, 7.519949980769633e-17, 0.07693417390332524, -0.6971300775353038, 0.09420928539762807]",0.3916571164250401,0.02043362901386825,2L,1180000
112,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1190000
113,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1200000
114,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1210000
115,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1220000
116,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1230000
117,"[0.5684591970175422, 0.06737625438613981, 0.15216566102331153, 4.992266925427739e-17, 5.469908699168838e-18, 0.06833326803831802, -0.6486528103704418, 0.08873654755779807]",0.39975165250509725,0.020166724574994466,2L,1240000
118,"[0.57343154248284, 0.02972424278410556, 0.1571380064886097, 1.4011298201706668e-16, 6.136112410556187e-17, 0.08112355231386176, -0.6436804649051431, 0.0937088930230955]",0.39635116481932575,0.020278391490616277,2L,1250000
119,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1260000
120,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1270000
121,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1280000
122,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1290000
123,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1300000
124,"[0.5711815944161132, 0.027474294717380214, 0.17889499193029612, 4.8412045372130774e-17, -1.2794786799268636e-16, 0.08967271510224484, -0.6459304129718694, 0.07240253705993166]",0.371568057609591,0.021113124746207412,2L,1310000
