chr	pos	ID	effectSize
X	18600000	21002	-0.22582055813515123
X	19300000	21002	-0.4272077880220285
X	20170000	21002	0.1214103665821828
2L	70000	21002	0.19476952444263113
2L	930000	21002	0.14318681607771963
2L	3300000	21002	-0.12847861704193822
2L	3890000	21002	-0.009907516610682092
2L	6020000	21002	0.09378529405759992
2L	10500000	21002	-0.16649190143933698
2L	11930000	21002	-0.08042210611415827
2L	14260000	21002	1.4099552668366405e-16
2R	100000	21002	-0.13945257315334736
2R	3900000	21002	-0.10593721469079892
2R	6550000	21002	-1.0001040465758322e-15
2R	7020000	21002	-0.13474013892130865
2R	13860000	21002	0.07884697418257508
2R	16230000	21002	-0.04103965282779244
2R	17350000	21002	0.30286511534069605
2R	18480000	21002	0.14440435420203973
2R	18830000	21002	-0.03923152594719895
3L	190000	21002	0.3416176473684429
3L	1580000	21002	-0.005125172163995526
3L	1880000	21002	0.0
3L	1990000	21002	-0.07379074929564788
3L	3100000	21002	0.08137233237706587
3L	4420000	21002	0.02028136720277693
3L	4440000	21002	1.2920735370338351e-16
3L	4620000	21002	-0.17363315715002958
3L	4940000	21002	0.1675577799641793
3L	5860000	21002	-0.04926266723903727
3L	5930000	21002	-0.055203469707554784
3L	6780000	21002	7.924889712955757e-17
3L	8770000	21002	-0.41752126762906117
3L	11000000	21002	0.17940144401267594
3L	11340000	21002	0.37697098886972785
3L	11730000	21002	0.2784217514056685
3L	12420000	21002	0.17940144401267594
3L	12530000	21002	-0.020888155672414862
3L	13140000	21002	2.932835643281654e-16
3L	13170000	21002	0.30815893048153387
3L	13380000	21002	-0.07213686923266366
3L	13600000	21002	-0.008142398502296366
3L	14060000	21002	-0.030902934221479272
3L	16300000	21002	0.046026072304328466
3L	17800000	21002	0.03351542557860873
3R	90000	21002	0.19350443500656295
3R	1300000	21002	0.0425247223683799
3R	4070000	21002	0.1309313482532607
3R	9510000	21002	1.3207326004594369
3R	9570000	21002	0.2852514831363644
3R	9760000	21002	0.1472088357582937
3R	13120000	21002	0.31526868704815986
3R	14160000	21002	-0.1978969304653693
3R	14530000	21002	0.17409261720046024
3R	17980000	21002	-0.4853901638076466
3R	18370000	21002	0.011606733958125975
3R	18390000	21002	0.10797451106372272
3R	18660000	21002	-0.016042470029494472
3R	22750000	21002	0.13640822853996593
3R	23330000	21002	0.14781898686714579
3R	24910000	21002	0.3778898813356953
3R	26290000	21002	-0.09729723560657037
X	160000	21003	0.0919335765023397
X	3390000	21003	0.0
X	5610000	21003	0.041431543003980886
X	5660000	21003	0.0
X	5710000	21003	0.3056413324905881
X	6480000	21003	0.09535833066610659
X	7470000	21003	-0.17709830278196131
X	9370000	21003	-0.03967886742392429
X	12290000	21003	0.42180529967995384
X	12800000	21003	0.1384886602652575
X	13110000	21003	0.15312892292107572
X	13430000	21003	0.0
X	15300000	21003	0.14598133652589096
X	17650000	21003	-0.34428277241832383
X	19600000	21003	0.18402933255673587
X	21640000	21003	0.03967488871199147
2L	70000	21003	0.00430413472564236
2L	6240000	21003	0.3194615790312671
2L	7020000	21003	0.21764769737160203
2L	7580000	21003	0.14551005627375405
2L	9520000	21003	0.0
2L	9760000	21003	0.40790850389622735
2L	10500000	21003	-0.5958903029089224
2L	11400000	21003	0.06815182281170531
2L	13990000	21003	8.97086654839829e-18
2L	17470000	21003	-0.053001950592658525
2L	18230000	21003	0.6691379651598495
2L	20180000	21003	0.2537210474986103
2R	100000	21003	-0.31032557024224405
2R	5340000	21003	0.1263835113399685
2R	6550000	21003	-0.2998816552289474
2R	8450000	21003	0.0119943419883985
2R	14520000	21003	0.09002082781729495
2R	17470000	21003	-0.10593721469079892
2R	20090000	21003	0.23256218284181465
2R	20260000	21003	0.18721420000924116
3L	190000	21003	0.11213017217183385
3L	3850000	21003	0.06752855564051165
3L	3980000	21003	0.17767809381319627
3L	5250000	21003	-0.2308898672201551
3L	5630000	21003	-1.1161308358212393e-16
3L	5800000	21003	-0.03522626545594254
3L	8170000	21003	0.05140584602593406
3L	9730000	21003	-0.3336279709511449
3L	12560000	21003	0.15558082976419685
3L	12930000	21003	0.14838002951878845
3L	15350000	21003	0.0
3L	17490000	21003	0.06337297332706804
3R	90000	21003	0.07812997724236426
3R	5330000	21003	0.0
3R	8360000	21003	0.3484569911581577
3R	9190000	21003	0.0
3R	10850000	21003	0.12114171158935777
3R	14950000	21003	0.05666659888466841
3R	18120000	21003	0.011606733958125975
3R	18830000	21003	1.4166280371506468
3R	18840000	21003	0.20166016254614783
3R	19350000	21003	0.1580292702391648
3R	22210000	21003	6.710022237613553e-17
3R	22760000	21003	0.04552471253748952
3R	27140000	21003	0.14351182642783503
X	160000	21004	0.0919335765023397
X	5090000	21004	0.032620071661366205
X	6580000	21004	-0.09836164245437179
X	7710000	21004	0.6994422209630491
X	7890000	21004	0.0
X	9000000	21004	0.009594012707522054
X	10190000	21004	0.0
X	10900000	21004	-0.035007804198971954
X	12090000	21004	-0.12032059837261874
X	12800000	21004	-0.32784220862597113
X	13110000	21004	-0.03967886742392429
X	16370000	21004	0.06079242807309598
X	18600000	21004	-2.9425296728936894e-17
X	19300000	21004	-0.5063846159389569
X	21150000	21004	0.15117477115000238
X	22100000	21004	-0.4478000265990051
2L	70000	21004	-0.3012638348397447
2L	3960000	21004	0.19476952444263113
2L	6520000	21004	-0.6447293496178803
2L	6620000	21004	0.15813265617509473
2L	7140000	21004	0.0
2L	7530000	21004	-0.3796840463043809
2L	7900000	21004	0.14325894866681607
2L	9670000	21004	0.0
2L	12320000	21004	-0.14279974960973105
2R	100000	21004	0.01152725399829449
2R	4760000	21004	-0.027062289682836034
2R	8450000	21004	0.1579218685795502
2R	9200000	21004	0.07749329843846452
2R	9530000	21004	-0.13945257315334736
2R	9870000	21004	0.17636461753382118
2R	11230000	21004	-0.002274737998485765
2R	11660000	21004	0.22457228879991892
2R	12410000	21004	-0.11733097864778706
2R	14920000	21004	0.03142229062567124
2R	15870000	21004	0.2098238267632718
2R	17970000	21004	-0.16618918838654437
2R	18480000	21004	0.1152917482056085
2R	19660000	21004	0.35230699493364803
3L	190000	21004	0.6324467873692805
3L	1580000	21004	-0.06238931773082952
3L	1850000	21004	0.0
3L	2340000	21004	0.28585565990568934
3L	2980000	21004	1.2920735370338351e-16
3L	3030000	21004	0.04622561985250386
3L	7110000	21004	0.05894475985156511
3L	8460000	21004	0.14838002951878845
3L	9730000	21004	-0.012400560628628071
3L	12560000	21004	-0.03522626545594254
3L	12930000	21004	0.06337297332706804
3L	16050000	21004	8.679472540065591e-17
3R	90000	21004	0.050461120930534675
3R	9190000	21004	1.324146236807299
3R	10820000	21004	0.011606733958125975
3R	10950000	21004	6.710022237613553e-17
3R	14960000	21004	0.0005642491307916719
3R	17300000	21004	-0.10037036481058736
3R	18250000	21004	0.20400645351556432
3R	18370000	21004	-0.055617060546676915
3R	18600000	21004	0.06526729443867235
3R	19590000	21004	-0.044545550138004264
3R	21050000	21004	-0.35085375591374546
3R	22760000	21004	-0.5099427841032348
3R	22900000	21004	0.17469388357479992
3R	25160000	21004	-0.5197574930894513
3R	26830000	21004	1.9047412493703368e-17
3R	26930000	21004	-0.11215512637281635
X	160000	21005	0.01711032317543848
X	2600000	21005	0.0919335765023397
X	3930000	21005	0.09781811001218495
X	5370000	21005	0.01711032317543848
X	11390000	21005	0.032620071661366205
X	12800000	21005	0.33222363462657867
X	13110000	21005	-0.03967886742392429
X	16030000	21005	-0.009145146381573752
X	16420000	21005	-0.018689383354430066
X	16480000	21005	0.16039362938929666
2L	70000	21005	-0.08042210611415827
2L	5670000	21005	-0.06278803500233332
2L	10500000	21005	-0.4296438165109467
2L	11610000	21005	0.02004301144944605
2L	14090000	21005	0.3163029805358771
2L	16100000	21005	0.24781806665882955
2R	100000	21005	-0.14065876854382037
2R	8440000	21005	0.08813670113013639
2R	14540000	21005	-0.30359916588292857
2R	17370000	21005	-0.11453577125141197
2R	20390000	21005	0.09805718431550262
3L	190000	21005	0.3475437977576534
3L	460000	21005	0.11776601708179107
3L	2500000	21005	0.5976662376959748
3L	2820000	21005	-1.1161308358212393e-16
3L	3280000	21005	0.6129180323393677
3L	3850000	21005	0.17027752361198462
3L	5820000	21005	-6.466013848810124e-17
3L	6430000	21005	0.17211515632918178
3L	7190000	21005	-0.16816145450167197
3L	8170000	21005	0.05140584602593406
3L	9730000	21005	-0.023448114586182914
3L	11000000	21005	0.14838002951878845
3L	11340000	21005	0.23995011044362666
3L	13010000	21005	-8.503577302514885e-17
3R	90000	21005	-0.10037036481058736
3R	9190000	21005	0.0
3R	10820000	21005	0.011606733958125975
3R	10950000	21005	2.065239269478571e-17
3R	14960000	21005	-0.05052647588539305
3R	17300000	21005	-0.00495212316010879
3R	18250000	21005	-0.27187884807201795
3R	18460000	21005	0.06526729443867235
3R	18830000	21005	1.4162944466982808
3R	18840000	21005	0.1176311921511001
3R	18980000	21005	0.385604306609661
3R	21360000	21005	-0.01006963560274898
3R	23650000	21005	1.761212014984015
3R	27070000	21005	7.819596592784427e-17
X	160000	21006	-0.20707826175605637
X	2600000	21006	0.0919335765023397
X	3930000	21006	-0.2321498091140834
X	5760000	21006	-0.01842321114934102
X	8720000	21006	0.33222363462657867
X	9180000	21006	0.0
X	10560000	21006	0.3252077583021236
X	12800000	21006	-0.009145146381573752
X	15580000	21006	-0.1102780525559581
X	16170000	21006	0.18076100757075722
X	16690000	21006	-2.6172822744485977e-17
X	18620000	21006	0.025064807304165243
2L	70000	21006	-0.1067699670530177
2L	1340000	21006	-0.004996518468146638
2L	6670000	21006	-0.2891980377319108
2L	6740000	21006	-0.03874055836065096
2L	6800000	21006	0.11101832720863197
2L	7280000	21006	-0.24970692016362545
2L	7340000	21006	-0.2651732508620079
2L	7600000	21006	0.04888513575076931
2L	7970000	21006	-0.15658166407987384
2L	11090000	21006	0.20161892421475014
2L	11100000	21006	-0.11292301721286917
2L	11180000	21006	-0.008058966833315973
2L	13550000	21006	-0.00041118317557009565
2L	13640000	21006	-0.00041118317557009565
2L	14490000	21006	0.06055933783208356
2L	16730000	21006	0.026584669596997956
2L	16790000	21006	0.027007431160088413
2L	18550000	21006	-0.036833514690384456
2L	18910000	21006	0.27643233424695396
2L	19770000	21006	0.35410085790222734
2R	100000	21006	-0.13945257315334736
2R	1560000	21006	0.17473010603829744
2R	3930000	21006	0.017466924806546345
2R	4900000	21006	0.04864793286140964
2R	6570000	21006	0.04947712713309703
2R	7150000	21006	-0.013125890591123403
2R	7800000	21006	0.19609347252420256
2R	9900000	21006	-0.5976101191899987
2R	11870000	21006	0.10704620611493706
2R	12110000	21006	-0.11275461647198942
2R	13720000	21006	0.12674677363344067
2R	15120000	21006	0.09453832815811092
2R	16010000	21006	0.028655810445277013
2R	16480000	21006	-0.1724921065198696
2R	16750000	21006	0.19550249375539547
2R	17130000	21006	0.09592837739986756
2R	17880000	21006	-0.15745851557584262
2R	18870000	21006	-0.05140299142655025
3L	190000	21006	-0.20533213309594925
3L	4120000	21006	0.09205214460865675
3L	5250000	21006	-1.5751544232336304e-17
3L	6560000	21006	0.0
3L	8840000	21006	0.14838002951878845
3L	9730000	21006	6.778019538802833e-17
3L	11340000	21006	0.11287251731738998
3L	12490000	21006	-0.5218987546232909
3L	15320000	21006	0.12162366274072454
3R	90000	21006	0.31526868704815986
3R	8720000	21006	0.11184826759763992
3R	9390000	21006	0.011606733958125975
3R	10470000	21006	4.2674595368132e-17
3R	13120000	21006	0.10875795848466566
3R	13850000	21006	0.20815892637338274
3R	14450000	21006	-0.1336968030011787
3R	14840000	21006	0.05666659888466841
3R	15720000	21006	1.279648183813779
3R	18130000	21006	0.0059221744632717704
3R	18340000	21006	-0.023626733777766855
3R	18560000	21006	0.19904133114831657
3R	18660000	21006	0.07398331669791813
3R	18980000	21006	0.35991414819864287
3R	20550000	21006	0.04751567287153249
3R	21110000	21006	-0.031330953375981706
3R	23080000	21006	0.06206358087099893
3R	23560000	21006	-0.044457048137446074
3R	24190000	21006	-0.015191224194586107
3R	25210000	21006	0.24693376930650515
3R	25430000	21006	-0.36767897384010506
3R	26270000	21006	-0.09570813067075154
3R	26850000	21006	-0.32890262610494425
X	160000	21007	0.0
X	2190000	21007	0.0919335765023397
X	5610000	21007	0.0
X	6820000	21007	0.06916460510098452
X	8340000	21007	0.0
X	8870000	21007	0.13643149382880093
X	10300000	21007	-2.622814353251644e-16
X	10440000	21007	0.25628087510207215
X	12010000	21007	0.0
X	12600000	21007	0.02522844990501652
X	12730000	21007	0.1384886602652575
X	14590000	21007	-0.4272077880220285
X	15900000	21007	0.05885726446917682
X	20440000	21007	-0.40755063577220174
X	20780000	21007	0.3147843775265212
X	21630000	21007	0.025893082820456714
2L	70000	21007	-0.10768693400087807
2L	6620000	21007	0.1171844136928814
2L	7060000	21007	0.19454169246578507
2L	7250000	21007	0.07178175088038201
2L	10370000	21007	0.05015948707755273
2L	10410000	21007	0.6691379651598495
2L	11050000	21007	0.16274094667351796
2L	13520000	21007	0.07178175088038201
2L	16490000	21007	0.053842596077042365
2L	18490000	21007	0.0
2L	18720000	21007	0.010737702977883373
2R	100000	21007	0.1263835113399685
2R	7070000	21007	0.14733857259866548
2R	8620000	21007	0.13028089309298724
2R	10260000	21007	0.20434836695384567
2R	12550000	21007	0.05906528244306461
2R	13540000	21007	0.027972553315009245
2R	14680000	21007	-0.045711404507069925
2R	15290000	21007	-1.3595558136352517
2R	16820000	21007	-0.31123886432107284
2R	17810000	21007	-0.08525794571674333
2R	19260000	21007	0.09870609738436162
2R	20100000	21007	0.2649835973849588
3L	190000	21007	0.013176447570103965
3L	660000	21007	1.9192873970096504e-17
3L	4030000	21007	0.22131647679958774
3L	4160000	21007	0.036354557267644
3L	4520000	21007	0.17072890751357522
3L	5520000	21007	0.265206250230255
3L	5800000	21007	0.016889671625813257
3L	7920000	21007	-1.1161308358212393e-16
3L	8100000	21007	0.060225822989313366
3L	8890000	21007	2.089110821585228e-16
3L	10250000	21007	0.08962187181953467
3L	11200000	21007	0.1443673639374018
3L	12390000	21007	0.18478556548270714
3R	90000	21007	0.19333925969869323
3R	6320000	21007	-0.06244991624327563
3R	9190000	21007	1.2905889456615702
3R	9660000	21007	0.13820183950937923
3R	13120000	21007	0.07560968572676019
3R	14000000	21007	0.3484569911581577
3R	14840000	21007	0.17409261720046024
3R	18310000	21007	-0.003110645102148137
3R	19290000	21007	0.1675213091074562
3R	20570000	21007	-0.08485777369112069
3R	20960000	21007	0.2513908508361749
3R	22060000	21007	0.14122570298424503
3R	22500000	21007	0.18138961857148123
3R	23690000	21007	0.11521371527661836
3R	25120000	21007	0.011606733958125975
3R	25640000	21007	0.1531047986938026
3R	26600000	21007	-0.4097977369613496
X	160000	21008	0.0919335765023397
X	6000000	21008	0.05555305966218838
X	6310000	21008	-0.0382836137177958
X	6600000	21008	0.11248255302183804
X	8880000	21008	-0.005560537688576256
X	10540000	21008	-0.1937089945964082
X	10980000	21008	0.6090001421310681
X	11530000	21008	-0.08735149688956316
X	12470000	21008	0.05696318879936789
2L	70000	21008	0.0
2L	2340000	21008	-0.15706634676702907
2L	2670000	21008	0.06809101277917502
2L	4190000	21008	0.16931798968417816
2L	4470000	21008	0.19454169246578507
2L	8020000	21008	-0.12866595543423903
2L	8160000	21008	-0.14094326531888912
2L	10510000	21008	3.074668560254585e-17
2L	12870000	21008	-0.026723126751930587
2L	13520000	21008	2.432145209389514e-17
2L	15020000	21008	-0.20291733211726543
2L	16230000	21008	0.0
2L	16610000	21008	1.2801065804809596e-17
2L	18270000	21008	0.6691379651598495
2R	100000	21008	-0.13945257315334736
2R	7100000	21008	-0.1724921065198696
2R	12220000	21008	-1.3672156439959136
2R	14000000	21008	-0.30359916588292857
2R	16850000	21008	0.3561714690705227
2R	18770000	21008	0.1436228484150548
2R	20390000	21008	-0.055786819024968765
3L	190000	21008	-8.87963272867708e-18
3L	3280000	21008	1.115035606480247e-16
3L	3910000	21008	-0.0659098456715202
3L	4480000	21008	0.0
3L	4520000	21008	0.08484065389835183
3L	5520000	21008	1.2920735370338351e-16
3L	8760000	21008	0.14164129482642115
3L	9210000	21008	2.604606865381449e-16
3L	12060000	21008	0.2751063164756258
3L	14060000	21008	1.0989692734787151e-16
3L	15950000	21008	0.0
3L	20040000	21008	1.0989692734787151e-16
3R	90000	21008	0.9375972711303873
3R	9200000	21008	0.0
3R	10020000	21008	0.011606733958125975
3R	10160000	21008	0.0
3R	10850000	21008	0.11767823113456852
3R	12710000	21008	-0.07727466815208003
3R	13890000	21008	0.5188910240738578
3R	14560000	21008	0.3907054839666113
3R	16620000	21008	-0.08125500559987109
3R	18600000	21008	0.06526729443867235
3R	18720000	21008	0.15368113743916229
3R	19660000	21008	0.1870972326175071
3R	20450000	21008	-0.20562166898575707
3R	20690000	21008	0.7081472233491405
3R	21040000	21008	-0.17712963293043169
3R	21190000	21008	0.03985344401595527
3R	23080000	21008	0.2179626642132676
3R	23560000	21008	-0.013174010337513017
3R	26070000	21008	0.269437438263432
3R	27070000	21008	0.17469388357479992
X	160000	21009	0.0
X	2200000	21009	0.0919335765023397
X	3930000	21009	0.23992224711521398
X	4360000	21009	0.0
X	10030000	21009	-0.31429561888405333
X	11200000	21009	-0.07067153681072434
X	12800000	21009	0.06916460510098452
X	19430000	21009	0.14144568398698787
X	20730000	21009	-0.009145146381573752
2L	70000	21009	-0.05627611422472323
2L	690000	21009	0.07193998088296438
2L	1680000	21009	0.2650923649760043
2L	1930000	21009	-0.09405220818022539
2L	4580000	21009	0.20369656142804515
2L	7330000	21009	-0.10596625524947448
2L	10120000	21009	0.6691379651598495
2L	15850000	21009	-0.3734700949812614
2L	18720000	21009	0.2119019840020508
2L	19650000	21009	0.03620811598783135
2R	100000	21009	0.2369637555762909
2R	6670000	21009	-0.46081824074575234
2R	7870000	21009	-0.13945257315334736
2R	9720000	21009	0.007964583776347428
2R	12100000	21009	0.17336914446714055
2R	12560000	21009	0.019787224103314432
2R	12680000	21009	-0.12088174546653448
2R	13540000	21009	0.09895425426619403
2R	15200000	21009	-0.18619034169876475
2R	16100000	21009	-0.11058318024960173
2R	19280000	21009	-1.5021817514653897
2R	19390000	21009	0.17260597570824793
3L	190000	21009	-0.11673148263830067
3L	930000	21009	0.05894475985156511
3L	1840000	21009	0.0
3L	1950000	21009	0.1674080028631929
3L	4030000	21009	0.1666216536079136
3L	4200000	21009	-0.1107032614162898
3L	4430000	21009	0.016889671625813257
3L	5910000	21009	0.0
3L	7220000	21009	0.13889366169205375
3L	8170000	21009	0.1863091476317923
3L	9730000	21009	-2.2739275747559114e-16
3L	11240000	21009	0.6168838259555649
3L	11300000	21009	0.05140584602593406
3L	13150000	21009	-1.1161308358212393e-16
3L	13350000	21009	0.14838002951878845
3L	17470000	21009	-8.848658545900208e-17
3L	20000000	21009	0.263193526603864
3R	90000	21009	0.11887621370209389
3R	5280000	21009	0.31852981691029236
3R	9270000	21009	0.0
3R	10850000	21009	0.24225747681354617
3R	12420000	21009	-0.11125994745636
3R	13120000	21009	0.1580292702391648
3R	13770000	21009	0.12526957349101284
3R	13980000	21009	0.11820894411300961
3R	14590000	21009	-0.11021903237480733
3R	14840000	21009	0.33457839267980627
3R	15570000	21009	0.14027631022764545
3R	16720000	21009	0.34489118716871653
3R	17610000	21009	0.10678345286103688
3R	18600000	21009	0.011606733958125975
3R	18720000	21009	0.030660120125549445
3R	18970000	21009	0.20166433843145787
3R	19350000	21009	0.1531047986938026
3R	19650000	21009	0.23554416287773947
3R	20490000	21009	1.6565963916890092
3R	20600000	21009	-0.03874063148832159
3R	21280000	21009	1.3691067513621413
3R	23380000	21009	0.2051137172954463
3R	24670000	21009	0.04552471253748952
3R	25210000	21009	0.11254913703088515
3R	25980000	21009	0.08858756608326625
3R	26070000	21009	-0.04096107548844312
X	160000	21010	0.0919335765023397
X	3110000	21010	-0.054606246610277534
X	4310000	21010	-0.1298633826320112
X	5650000	21010	0.13918894993930975
X	7890000	21010	0.2686775401305931
X	9640000	21010	0.05619696954363185
X	12010000	21010	-0.07071932713881751
X	12600000	21010	-0.15355662840071746
X	12730000	21010	0.542289269970867
X	16580000	21010	-0.0052039801514982
X	16940000	21010	0.14598133652589096
2L	70000	21010	-0.11389110731069156
2L	6020000	21010	0.07178175088038201
2L	10400000	21010	0.3182493232364364
2L	14240000	21010	0.6691379651598495
2L	19070000	21010	0.2400754828338042
2R	100000	21010	0.027972553315009245
2R	7070000	21010	0.13563629133971525
2R	8560000	21010	0.11041207164295389
2R	8950000	21010	0.49496839572943696
2R	9630000	21010	-0.13945257315334736
2R	9680000	21010	0.3405436365576945
2R	14000000	21010	0.11708636946220582
2R	16290000	21010	0.040130199903974144
3L	190000	21010	-0.33090498302723237
3L	2120000	21010	0.28290534340147366
3L	2170000	21010	1.2920735370338351e-16
3L	8730000	21010	-0.2239058081451032
3L	11000000	21010	0.0025441237779399647
3L	12530000	21010	-0.02526620437826968
3L	13160000	21010	-7.599449977912604e-17
3L	13240000	21010	0.08139784776043268
3L	13950000	21010	0.06449188529794858
3L	19970000	21010	0.3793338888749127
3L	21180000	21010	0.8551498974984197
3R	90000	21010	-0.00495212316010879
3R	9210000	21010	0.011606733958125975
3R	10110000	21010	0.6150919362449577
3R	11050000	21010	0.025313971817148215
3R	14950000	21010	0.10709326257930049
3R	17980000	21010	0.06526729443867235
3R	18310000	21010	0.033118578548142985
3R	18560000	21010	0.27012835207499425
3R	19310000	21010	-0.03224004881215734
3R	21220000	21010	-0.02885464739360319
3R	22760000	21010	-0.1492491910973454
3R	23650000	21010	0.14999672994168878
3R	25010000	21010	0.04311752345122612
3R	27140000	21010	0.09705476047975456
X	160000	21011	0.0919335765023397
X	4130000	21011	0.3542094600760445
X	4790000	21011	0.292758462310143
X	7690000	21011	0.17967651162473083
X	8340000	21011	0.0
X	8440000	21011	-0.31722237738993836
X	8870000	21011	-0.4543248384954385
X	9110000	21011	-0.07067153681072434
X	9370000	21011	-2.622814353251644e-16
X	10150000	21011	0.0
X	11390000	21011	0.44558472660887083
X	12800000	21011	0.0885161629044912
X	13800000	21011	-0.34428277241832383
X	15500000	21011	0.3147843775265212
X	18970000	21011	-0.3121156889934594
X	20170000	21011	0.09884752973267089
X	21630000	21011	0.4214096678401369
2L	70000	21011	-0.1804075936748722
2L	6620000	21011	0.09682541239384197
2L	8290000	21011	0.19476952444263113
2L	10290000	21011	0.19289954258861372
2L	14720000	21011	0.0
2L	16580000	21011	-1.1202774517116418e-19
2L	17090000	21011	0.03663454382648915
2R	100000	21011	0.3405436365576945
2R	4480000	21011	-0.13945257315334736
2R	7100000	21011	0.3132756893121734
2R	7350000	21011	-0.03755231917729309
2R	10740000	21011	0.21565624906818776
2R	13700000	21011	-0.002274737998485765
2R	14000000	21011	-0.004219196691345371
2R	15870000	21011	-0.14194398783845114
2R	17380000	21011	-0.31123886432107284
2R	17830000	21011	-0.025568920712894617
2R	18060000	21011	0.11775714344871184
2R	20110000	21011	-0.15360878889261
3L	190000	21011	0.05140584602593406
3L	670000	21011	0.6129180323393677
3L	2300000	21011	1.2920735370338351e-16
3L	3740000	21011	0.030880370611147945
3L	3850000	21011	0.2249410307596586
3L	5720000	21011	-0.021819452041272062
3L	5910000	21011	0.3475437977576534
3L	7220000	21011	-0.16816145450167197
3L	8170000	21011	0.14838002951878845
3L	9730000	21011	-0.22650413655783547
3L	11000000	21011	0.39493868714063507
3L	11340000	21011	0.15230665543852862
3L	13010000	21011	3.0902117199456045e-17
3R	90000	21011	-0.1790600255347818
3R	9190000	21011	1.4166280371506468
3R	10730000	21011	0.011606733958125975
3R	11160000	21011	0.19512215740281025
3R	11530000	21011	0.2304657608807448
3R	13850000	21011	0.06526729443867235
3R	14810000	21011	-0.15099884814154202
3R	15760000	21011	0.15368113743916229
3R	16630000	21011	-0.1336968030011787
3R	17630000	21011	-0.010298135981499215
3R	18260000	21011	-0.1831078659016301
3R	23080000	21011	0.14781898686714579
3R	24910000	21011	0.2501885373819686
